distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
Exponential,6,1.1310004845630197,0.8518668831168831,4.262000969126039,9.004881604917943,[0.23359069669400673],675.0,203.0,87.0,31.0,249.0
Exponential,30,0.9955161865174307,0.7952978056426332,3.9910323730348614,8.788972786009792,[0.23723084447511245],659.0,296.0,28.0,27.0,252.5
Burr_III,70,0.2589066067199617,0.799416180150125,4.517813213439924,14.192478842811106,"[0.2536561477026381, 0.27323172378109434]",261.0,270.0,216.0,264.0,252.75
Burr_III,87,0.14428524397640138,0.6901408450704225,4.288570487952803,14.059589828022439,"[0.24373950609398995, 0.28652162966811556]",111.0,600.0,107.0,194.0,253.0
Burr_XII,87,0.14474872665196867,0.6901408450704225,4.289497453303937,14.060516793373573,"[0.11553690512929808, 2.5691047491977796]",112.0,600.0,108.0,195.0,253.75
Burr_XII,70,0.25978105071398533,0.799416180150125,4.5195621014279705,14.194227730799152,"[0.11687870139432546, 2.6430084528896907]",263.0,270.0,218.0,266.0,254.25
Burr_III,20,0.25552829591080334,0.78125,4.511056591821607,14.093499517273978,"[0.249630197160505, 0.27855431910019873]",258.0,328.0,214.0,217.0,254.25
Logistic,78,0.22909344089472944,0.7923497267759563,4.458186881789459,14.243470164133637,"[0.1992844171111899, 0.40447748730467464]",232.0,303.0,195.0,287.0,254.25
Burr_XII,4,0.33258300721433487,0.8600852272727273,4.66516601442867,14.141471003620584,"[4.251704912720891, 0.08811172457406276]",329.0,183.0,266.0,241.0,254.75
Burr_XII,18,0.25514168296697143,0.7707031249999999,4.510283365933943,14.061015547806726,"[1.7982771972621583, 0.32120455252792607]",256.0,356.0,212.0,196.0,255.0
Burr_XII,20,0.25593727465306926,0.78125,4.511874549306139,14.09431747475851,"[0.11646700985371483, 2.6153768673108853]",259.0,328.0,215.0,218.0,255.0
Weibull,78,0.23133235611834851,0.7923497267759563,4.462664712236697,14.247947994580874,"[1.2708461326221867, 0.15012934141164627]",236.0,303.0,197.0,291.0,256.75
Burr_XII,35,0.36488693789046395,0.9166666666666666,4.729773875780928,14.32788559989852,"[0.8634094079603138, 0.6590385952263055]",351.0,80.0,285.0,319.0,258.75
Gamma,99,0.13880751596465693,0.6460905349794239,4.277615031929314,14.028079206482467,"[0.0008107525508462132, 0.049231737198935276]",94.0,691.0,93.0,161.0,259.75
Gamma,78,0.23470163798406016,0.7923497267759563,4.46940327596812,14.254686558312299,"[0.0004427946758776574, 0.0343755364217835]",241.0,303.0,201.0,297.0,260.5
Burr_III,18,0.2589287808765039,0.7707031249999999,4.517857561753008,14.068589743625791,"[0.7297371289417188, 2.004506671834417]",262.0,356.0,217.0,208.0,260.75
Logistic,99,0.13922701419963932,0.6460905349794239,4.2784540283992785,14.028918202952433,"[0.7083936191425007, 0.4986063364663659]",96.0,691.0,95.0,162.0,261.0
Weibull,99,0.13932576675389494,0.6460905349794239,4.27865153350779,14.029115708060942,"[1.0261536606520196, 0.18930727315778953]",97.0,691.0,96.0,163.0,261.75
Logistic,18,0.2613445055984563,0.7707031249999999,4.5226890111969125,14.073421193069697,"[3.4681302117395143, 0.8004531900116892]",264.0,356.0,219.0,212.0,262.75
Burr_III,99,0.1399575979850407,0.6460905349794239,4.279915195970082,14.030379370523235,"[0.24204525896386753, 0.288722610397457]",99.0,691.0,97.0,164.0,262.75
LogNormal,18,0.27134331687549856,0.7707031249999999,4.542686633750997,14.09341881562378,"[2.1514441753524896, 1.266948393266712]",265.0,356.0,220.0,216.0,264.25
Burr_XII,29,0.20824516483174008,0.7185714285714285,4.41649032966348,14.025719369788728,"[1.6816500206989682, 0.35315779659723395]",211.0,511.0,177.0,159.0,264.5
Burr_XII,99,0.14012859095584868,0.6460905349794239,4.280257181911697,14.03072135646485,"[0.11525499968871761, 2.557077418581186]",101.0,691.0,99.0,167.0,264.5
Burr_XII,5,0.3125280080349737,0.7985851019558884,4.625056016069948,14.108457405374057,"[6.688637799867572, 0.06356532320914057]",308.0,277.0,253.0,227.0,266.25
Burr_III,78,0.2491784269146208,0.7923497267759563,4.498356853829241,14.28364013617342,"[0.25124698492346137, 0.2767552337994929]",251.0,303.0,208.0,306.0,267.0
Weibull,89,0.14479991526809735,0.6621004566210045,4.289599830536194,14.05652500336238,"[1.0356583227231027, 0.18824346433787126]",113.0,659.0,109.0,187.0,267.0
Burr_XII,78,0.25080905494423855,0.7923497267759563,4.5016181098884775,14.286901392232656,"[0.11677779475287628, 2.626062309514233]",252.0,303.0,209.0,307.0,267.75
Gamma,89,0.1448264509892164,0.6621004566210045,4.289652901978433,14.056578074804618,"[0.0007884127900522806, 0.0481401902295693]",114.0,659.0,110.0,188.0,267.75
Logistic,33,0.3782015641371345,0.9910714285714286,4.756403128274269,14.439634081229451,"[0.4414302833050332, 0.4369801577870335]",375.0,41.0,304.0,352.0,268.0
Burr_III,5,0.3140670710259753,0.7985851019558884,4.628134142051951,14.11153553135606,"[0.7816493542838502, 3.7174068903385433]",310.0,277.0,254.0,231.0,268.0
Exponential,75,1.2105090949316961,0.8620689655172414,4.421018189863393,9.31670088761126,[0.27136844910549646],680.0,179.0,179.0,35.0,268.25
Logistic,89,0.14489042520801537,0.6621004566210045,4.28978085041603,14.056706023242215,"[0.6997390560846817, 0.5001039868505575]",115.0,659.0,111.0,189.0,268.5
LogNormal,99,0.1422644362916643,0.6460905349794239,4.284528872583328,14.034993047136481,"[3.2650737940200245, 3.051936237593244e-12]",105.0,691.0,102.0,177.0,268.75
Weibull,33,0.3788181609022866,0.9910714285714286,4.757636321804573,14.440867274759757,"[1.0946827046373537, 0.1696348522973381]",377.0,41.0,305.0,354.0,269.25
Logistic,5,0.31537750987304264,0.7985851019558884,4.630755019746085,14.114156409050194,"[7.843441243917541, 0.8767300283809667]",313.0,277.0,256.0,232.0,269.5
Gamma,33,0.3796899170975181,0.9910714285714286,4.759379834195036,14.442610787150219,"[0.0005442753742832465, 0.04353010647258821]",380.0,41.0,307.0,355.0,270.75
Gamma,100,0.347636048022967,0.8950617283950617,4.695272096045934,14.443669086952521,"[0.10635463523850826, 0.5084999391837145]",342.0,107.0,278.0,356.0,270.75
Burr_III,29,0.2128373492253786,0.7185714285714285,4.425674698450758,14.034903738576006,"[0.72723009623787, 1.9023182596055046]",216.0,511.0,182.0,176.0,271.25
Burr_III,89,0.14608574070927854,0.6621004566210045,4.292171481418557,14.05909665424474,"[0.24319832895789056, 0.28736215735973697]",122.0,659.0,115.0,192.0,272.0
LogNormal,5,0.3207837739547502,0.7985851019558884,4.6415675479095,14.12496893721361,"[1.9779145748100644, 2.076965356348838]",318.0,277.0,259.0,236.0,272.5
LogNormal,27,0.3466202523402911,0.8820224719101124,4.693240504680582,14.418756330783385,"[3.229515427232287, 1.7686746493875824e-12]",340.0,133.0,276.0,341.0,272.5
Burr_XII,89,0.14625126798567073,0.6621004566210045,4.292502535971342,14.059427708797525,"[0.11546808000944908, 2.564520107245006]",123.0,659.0,116.0,193.0,272.75
Logistic,29,0.21512326905405266,0.7185714285714285,4.430246538108105,14.039475578233354,"[3.160481740533975, 0.7860786768051987]",221.0,511.0,186.0,178.0,274.0
Piecewise_Exp,93,0.014048509592155515,1.0,6.028097019184311,20.669249265742327,"[0.23849528135777642, 1.0, 753.0]",1.0,1.0,511.0,592.0,276.25
LogNormal,89,0.14813508035288608,0.6621004566210045,4.296270160705772,14.063195333531956,"[3.24580039109541, 5.511785569266509e-11]",126.0,659.0,118.0,203.0,276.5
Piecewise_Exp,82,0.015555528095107905,1.0,6.031111056190216,20.699884981253614,"[0.23916346928836954, 1.0, 753.0]",4.0,1.0,512.0,594.0,277.75
Burr_XII,28,0.32200305789196043,0.8236763236763237,4.644006115783921,14.253235155909168,"[0.6697648553269594, 0.8058928757786958]",320.0,237.0,261.0,294.0,278.0
LogNormal,29,0.22423713946949025,0.7185714285714285,4.44847427893898,14.05770331906423,"[2.234172880236408, 1.1734249360816498]",224.0,511.0,188.0,190.0,278.25
Piecewise_Exp,81,0.015720560018395138,1.0,6.03144112003679,20.703268480478286,"[0.23734752404372772, 1.0, 753.0]",5.0,1.0,513.0,595.0,278.5
LogNormal,31,0.3375710898447902,0.8360389610389611,4.675142179689581,14.25758510514195,"[3.3970715272934084, 8.846236521269404e-10]",331.0,225.0,268.0,298.0,280.5
Piecewise_Exp,40,0.02703674771962305,1.0,6.054073495439246,20.722847420502646,"[0.2026333775831757, 1.0, 753.0]",8.0,1.0,516.0,599.0,281.0
LogNormal,26,0.3973889395621239,0.9237726098191215,4.794777879124248,14.430439022032546,"[3.2954903406449514, 4.67738287400589e-12]",398.0,61.0,320.0,350.0,282.25
Exponential,5,1.1498332264027644,0.7943196004993758,4.299666452805528,9.041367147457583,[0.09649061858878316],678.0,298.0,122.0,32.0,282.5
Burr_III,8,0.29105403132235025,0.7699055330634278,4.582108062644701,14.135122047389066,"[1.0343767781562239, 13.584064255027688]",291.0,367.0,238.0,238.0,283.5
Weibull,5,0.3433431436577638,0.7985851019558884,4.686686287315528,14.170087676619637,"[0.24592165096047858, 0.4857233185119357]",338.0,277.0,274.0,256.0,286.25
Logistic,8,0.293554249781974,0.7699055330634278,4.587108499563948,14.140122484308314,"[16.84931425907247, 1.168165142271986]",300.0,367.0,244.0,240.0,287.75
Exp_Weibull,93,0.06716822920410503,1.0,6.13433645840821,20.775488704966225,"[14.00490304649179, 0.028680938748531313, 739118.4309110468]",21.0,1.0,524.0,612.0,289.5
Exp_Weibull,81,0.06682571680268722,1.0,6.133651433605374,20.805478794046874,"[14.687451605627107, 0.02788895395449744, 1494780.7054182112]",16.0,1.0,523.0,620.0,290.0
Weibull,24,0.37744220294980657,0.8743315508021391,4.754884405899613,14.370754293299465,"[0.31361771623847806, 0.6860539456087142]",373.0,153.0,303.0,331.0,290.0
Burr_XII,8,0.3023137681738614,0.7699055330634278,4.6046275363477225,14.157641521092089,"[4.29045187533178, 0.08643627383364633]",304.0,367.0,247.0,248.0,291.5
Exp_Weibull,82,0.06723914133030126,1.0,6.134478282660602,20.803252207724,"[13.917636466609602, 0.02898534561283405, 676579.3541925602]",22.0,1.0,525.0,619.0,291.75
Piecewise_Exp,22,0.059398861379481124,0.9789115646258504,6.118797722758962,20.525982012731895,"[0.175020463321518, 1.0, 753.0]",10.0,51.0,521.0,589.0,292.75
LogNormal,8,0.3051044051824766,0.7699055330634278,4.610208810364953,14.16322279510932,"[1.5050499765115457, 2.803062963045751]",305.0,367.0,249.0,251.0,293.0
Exponential,89,0.8748901724984742,0.7146118721461188,3.7497803449969487,8.63324293141004,[0.23875714776702428],604.0,525.0,22.0,23.0,293.5
Gen_Gamma,93,0.07437521773070083,1.0,6.148750435461402,20.789902682019417,"[2356.8334336013327, 0.03817112163918615, 0.7119453264308521]",32.0,1.0,527.0,615.0,293.75
Logistic,34,0.41839812794830183,0.9222503160556257,4.836796255896604,14.511461885267785,"[0.33063971526011976, 0.4281250014002774]",407.0,71.0,329.0,372.0,294.75
Exp_Weibull,40,0.06953262258838226,1.0,6.139065245176765,20.80783917024016,"[13.59818562048871, 0.03082132292569655, 534911.7969625221]",31.0,1.0,526.0,621.0,294.75
Weibull,34,0.4186518467401631,0.9222503160556257,4.837303693480326,14.511969322851508,"[1.1817512068658524, 0.15926622986727124]",408.0,71.0,330.0,373.0,295.5
Gen_Gamma,82,0.07476716779998202,1.0,6.149534335599964,20.81830826066336,"[2291.4922073274706, 0.038205761702554276, 0.7129188416263029]",34.0,1.0,529.0,622.0,296.5
Gamma,34,0.41936206642448876,0.9222503160556257,4.838724132848977,14.513389762220159,"[0.0004503581004700789, 0.03758197554195049]",410.0,71.0,331.0,374.0,296.5
Gen_Gamma,81,0.07455952993193343,1.0,6.1491190598638665,20.820946420305365,"[2282.7675872134223, 0.03823610599555144, 0.7030900664247612]",33.0,1.0,528.0,624.0,296.5
Gen_Gamma,40,0.08217571718159576,1.0,6.1643514343631916,20.83312535942659,"[2340.7675453285947, 0.03793812251588062, 0.7275739787014228]",41.0,1.0,530.0,626.0,299.5
Burr_III,3,0.3821784001027337,0.824419629738466,4.7643568002054675,14.243030054919815,"[1.237845045913791, 60.20719755717031]",383.0,233.0,310.0,286.0,303.0
Exponential,28,1.232199652031939,0.7937062937062938,4.464399304063878,9.269013824126501,[0.2609724390230773],682.0,300.0,198.0,34.0,303.5
Burr_XII,77,0.15842134500996508,0.6349206349206349,4.31684269001993,14.104155399225201,"[0.11574089659720253, 2.5730614164051944]",145.0,717.0,132.0,221.0,303.75
Logistic,3,0.38302057617598284,0.824419629738466,4.766041152351965,14.244714407066313,"[34.00109442891383, 1.3552072355834874]",384.0,233.0,311.0,288.0,304.0
Gen_Gamma,22,0.08968681109623133,0.9789115646258504,6.179373622192463,20.586557912165393,"[2.048315127599157e-07, 1.4054569925165952, 0.13625600786371833]",45.0,51.0,531.0,590.0,304.25
Burr_XII,10,0.3052917291280164,0.7515723270440252,4.610583458256032,14.152162306073992,"[6.715448210751624, 0.06531992480265185]",306.0,418.0,250.0,244.0,304.5
Burr_III,77,0.15843600004174435,0.6349206349206349,4.316872000083489,14.10418470928876,"[0.244611017342362, 0.28580409294182235]",146.0,717.0,133.0,222.0,304.5
Logistic,77,0.15932616444954967,0.6349206349206349,4.318652328899099,14.10596503810437,"[0.7104783403006525, 0.5048111442532076]",147.0,717.0,134.0,224.0,305.5
Exp_Weibull,22,0.09704867075698986,0.9789115646258504,6.19409734151398,20.601281631486913,"[14.600047442693706, 0.04094949224988477, 3674166.9774489054]",49.0,51.0,532.0,591.0,305.75
Weibull,77,0.15964122239991024,0.6349206349206349,4.31928244479982,14.106595154005092,"[1.0354761009310145, 0.18936207255977774]",149.0,717.0,135.0,225.0,306.5
Gamma,38,0.42379110724441815,0.8866305329719965,4.8475822144888365,14.49632955457501,"[0.0004916371626333632, 0.03784442304342931]",412.0,119.0,332.0,363.0,306.5
LogNormal,3,0.38780127768592737,0.824419629738466,4.775602555371854,14.254275810086202,"[1.3448651602166086, 3.4596506056728833]",386.0,233.0,312.0,296.0,306.75
Exponential,83,0.9401938779374933,0.7132352941176471,3.8803877558749864,8.76896021544035,[0.24106313172455096],636.0,541.0,26.0,26.0,307.25
Gen_Gamma,33,0.10369656200390516,0.9910714285714286,6.20739312400781,20.732239553440586,"[2615.5358102216865, 0.0378142545988521, 0.7291779859564548]",55.0,41.0,534.0,600.0,307.5
Weibull,38,0.4251270545278234,0.8866305329719965,4.850254109055647,14.499001449141819,"[1.160399291324272, 0.1658835280058343]",414.0,119.0,334.0,365.0,308.0
Gamma,77,0.1610717952691205,0.6349206349206349,4.322143590538241,14.109456299743512,"[0.0008110525304157435, 0.04823162856785536]",151.0,717.0,136.0,229.0,308.25
Logistic,38,0.4264875626578531,0.8866305329719965,4.852975125315706,14.50172246540188,"[0.415633331028238, 0.45376975324918606]",416.0,119.0,335.0,366.0,309.0
Exponential,38,1.3050512471452484,0.8035230352303522,4.610102494290497,9.434476164333583,[0.2492855553647276],690.0,268.0,248.0,36.0,310.5
Burr_III,14,0.3686987425404183,0.7954545454545455,4.7373974850808365,14.274383908378097,"[0.25460841775731263, 0.2887553171804123]",360.0,288.0,292.0,303.0,310.75
Burr_XII,14,0.369642927312942,0.7954545454545455,4.739285854625884,14.276272277923143,"[0.1204482755641065, 2.5665128646975206]",361.0,288.0,293.0,304.0,311.5
LogNormal,77,0.1644182991016476,0.6349206349206349,4.328836598203295,14.116149307408566,"[3.2262605060676397, 8.844671959444855e-11]",160.0,717.0,142.0,233.0,313.0
Burr_XII,12,0.3152163507015126,0.743372216330859,4.630432701403025,14.155891715266783,"[1.7581782525007958, 0.32769666886182186]",312.0,448.0,255.0,247.0,315.5
Burr_III,10,0.3237629783228734,0.7515723270440252,4.6475259566457465,14.189104804463707,"[0.8708924782790689, 4.109683805358455]",322.0,418.0,262.0,261.0,315.75
Weibull,29,0.27934531565391735,0.7185714285714285,4.558690631307835,14.167919671433083,"[0.3981351811966057, 0.4535640281155124]",277.0,511.0,229.0,253.0,317.5
LogNormal,35,0.4732110545794508,0.9166666666666666,4.946422109158902,14.544533833276493,"[3.345813339531954, 2.9304151389164418e-08]",448.0,80.0,359.0,386.0,318.25
Logistic,10,0.32829754527828414,0.7515723270440252,4.656595090556568,14.198173938374527,"[7.119722010541215, 0.9822271573951042]",327.0,418.0,264.0,268.0,319.25
Burr_III,39,0.2344448578087548,0.6818181818181818,4.468889715617509,14.108922444965769,"[0.24816013791180716, 0.28037590431812054]",240.0,611.0,200.0,228.0,319.75
Burr_III,12,0.32189344653323504,0.743372216330859,4.64378689306647,14.169245906930229,"[0.7247750650416455, 2.0000456197425227]",319.0,448.0,260.0,254.0,320.25
Burr_XII,16,0.29498334984967284,0.7313985196727697,4.589966699699346,14.158880824974633,"[7.93533500552539, 0.06075861173938325]",302.0,486.0,245.0,249.0,320.5
Burr_XII,39,0.23471688487374678,0.6818181818181818,4.469433769747494,14.109466499095753,"[0.11616791466959993, 2.603378927625933]",242.0,611.0,202.0,230.0,321.25
Weibull,18,0.3594067324695657,0.7707031249999999,4.718813464939132,14.269545646811915,"[0.3577673287542581, 0.4966791563469388]",347.0,356.0,283.0,301.0,321.75
Exponential,77,1.0406552128442923,0.7063492063492063,4.081310425688585,8.97496678029122,[0.2359626979022232],666.0,563.0,29.0,30.0,322.0
Weibull,8,0.3537438425584363,0.7699055330634278,4.707487685116873,14.260501669861238,"[0.12396564275980551, 0.6231513849655369]",345.0,367.0,281.0,299.0,323.0
Logistic,12,0.32582539250368286,0.743372216330859,4.651650785007366,14.177109798871124,"[3.5010438891657363, 0.7941025182263005]",325.0,448.0,263.0,257.0,323.25
Burr_XII,11,0.3475854769389171,0.7578064516129033,4.695170953877835,14.236749801695794,"[10.108581558925025, 0.05376186289273352]",341.0,401.0,277.0,279.0,324.5
Weibull,71,0.2810453944570279,0.7166666666666667,4.562090788914055,14.232459961208658,"[1.0616070964777071, 0.19380972327402432]",278.0,518.0,230.0,276.0,325.5
Burr_XII,3,0.427719329341438,0.824419629738466,4.855438658682876,14.334111913397225,"[3.1600716088155147, 0.11278279338485829]",417.0,233.0,336.0,321.0,326.75
Logistic,71,0.28416576468571547,0.7166666666666667,4.568331529371431,14.238700701666033,"[0.794054205782582, 0.5486661396798126]",282.0,518.0,233.0,281.0,328.5
LogNormal,10,0.34795487938622527,0.7515723270440252,4.6959097587724505,14.23748860659041,"[1.7580074558867846, 1.9709769881934511]",343.0,418.0,279.0,280.0,330.0
Burr_III,71,0.28508327645164167,0.7166666666666667,4.5701665529032836,14.240535725197885,"[0.255404854499202, 0.2718661015198004]",287.0,518.0,235.0,282.0,330.5
Burr_XII,71,0.28520428417049015,0.7166666666666667,4.57040856834098,14.240777740635583,"[0.11725256926110632, 2.6506634648341767]",288.0,518.0,236.0,283.0,331.25
Exponential,131,1.305628277354952,0.7794117647058824,4.611256554709904,9.459261829286266,[0.23896765863241887],692.0,346.0,251.0,37.0,331.5
Gamma,36,0.4436455964016371,0.8576864535768645,4.887291192803274,14.485402916920867,"[0.06719136769214744, 0.5010423366927423]",427.0,195.0,344.0,361.0,331.75
LogNormal,12,0.343038063972987,0.743372216330859,4.686076127945974,14.211535141809732,"[2.171310941783169, 1.2784880036454762]",337.0,448.0,273.0,272.0,332.5
Exp_Weibull,114,0.12734640736049546,0.9059139784946236,6.254692814720991,20.83982683616318,"[13.490907822035046, 0.027519833128121642, 374434.97332638054]",76.0,87.0,541.0,628.0,333.0
Exp_Weibull,105,0.1151050302814979,0.8992248062015504,6.230210060562996,20.840370295957374,"[14.017408859022531, 0.02897838532411764, 735078.944124569]",68.0,97.0,537.0,630.0,333.0
Burr_XII,76,0.19931361869970854,0.6434426229508197,4.398627237399417,14.18796731626638,"[0.11617886064893991, 2.588642684588221]",204.0,701.0,172.0,259.0,334.0
Burr_III,76,0.19956759092035858,0.6434426229508197,4.399135181840717,14.188475260707682,"[0.24704913233051326, 0.28298584615835326]",205.0,701.0,173.0,260.0,334.75
Gen_Gamma,105,0.12089545415370317,0.8992248062015504,6.241790908307406,20.851951143701786,"[2146.740130660491, 0.03846295156068242, 0.6034718173460297]",73.0,97.0,540.0,632.0,335.5
Gamma,76,0.20099578417057903,0.6434426229508197,4.401991568341158,14.191331647208122,"[0.0008341842937362451, 0.047752641574069166]",206.0,701.0,174.0,263.0,336.0
LogNormal,71,0.291724767764527,0.7166666666666667,4.583449535529054,14.253818707823656,"[3.038252025653987, 9.41520836548865e-10]",293.0,518.0,239.0,295.0,336.25
Weibull,76,0.20223850924460574,0.6434426229508197,4.404477018489212,14.193817097356176,"[1.0423530524224163, 0.18996049259338532]",207.0,701.0,175.0,265.0,337.0
Gen_Gamma,114,0.13501274355141168,0.9059139784946236,6.270025487102823,20.855159508545015,"[2123.2822348345157, 0.038434542030043636, 0.5648480639743282]",86.0,87.0,543.0,635.0,337.75
Logistic,76,0.2034112123956569,0.6434426229508197,4.406822424791314,14.196162503658277,"[0.7180279103492386, 0.5117622240579621]",208.0,701.0,176.0,267.0,338.0
LogNormal,76,0.21000795381177173,0.6434426229508197,4.420015907623544,14.209355986490507,"[3.1888673317815037, 7.224067768627413e-10]",212.0,701.0,178.0,271.0,340.5
Exp_Weibull,88,0.10076934264060448,0.8767123287671232,6.201538685281209,20.85499864140956,"[14.455814090413243, 0.028529005612098743, 1185293.6762987634]",54.0,143.0,533.0,634.0,341.0
Gen_Gamma,88,0.10576508835893324,0.8767123287671232,6.211530176717867,20.864990132846213,"[2194.726026604666, 0.03833169433095123, 0.6823733116277417]",56.0,143.0,535.0,636.0,342.5
Burr_XII,19,0.3187540603884868,0.7141259188239054,4.637508120776974,14.201892232790556,"[0.11761118810034536, 2.678321831402789]",314.0,533.0,257.0,269.0,343.25
Burr_III,19,0.31900512368479206,0.7141259188239054,4.638010247369584,14.202394359383167,"[0.25801670822984796, 0.2677868052187439]",315.0,533.0,258.0,270.0,344.0
Gen_Gamma,34,0.15344739774591626,0.9222503160556257,6.306894795491832,20.818893239548604,"[2125.132980656563, 0.038424739548013315, 0.5247810245925085]",134.0,71.0,557.0,623.0,346.25
Burr_III,16,0.34001593971972793,0.7313985196727697,4.680031879439456,14.248946004714742,"[0.9560702430642777, 3.715083431295934]",336.0,486.0,272.0,292.0,346.5
Weibull,27,0.5122974054675528,0.8820224719101124,5.024594810935105,14.750110637037908,"[1.1413717567984032, 0.16857718833596416]",469.0,133.0,378.0,411.0,347.75
LogNormal,25,0.49537357545062954,0.8694444444444445,4.990747150901259,14.591087287505658,"[3.2848902744694373, 2.965697085769591e-10]",462.0,162.0,371.0,398.0,348.25
Gamma,27,0.5123700135554379,0.8820224719101124,5.024740027110876,14.750255853213677,"[0.0005330086413996043, 0.039430911103789545]",470.0,133.0,379.0,412.0,348.5
Weibull,69,0.3330706451782654,0.7348901098901099,4.6661412903565305,14.345094166814217,"[1.1250620354528533, 0.18660842518779322]",330.0,476.0,267.0,324.0,349.25
Logistic,27,0.512596748796753,0.8820224719101124,5.025193497593506,14.750709323696308,"[0.4544377079761075, 0.4591581152245602]",474.0,133.0,380.0,413.0,350.0
Burr_III,69,0.3379765948044934,0.7348901098901099,4.675953189608987,14.354906066066672,"[0.2620708136385176, 0.2648234700384257]",332.0,476.0,269.0,328.0,351.25
Gen_Gamma,26,0.16837001097262583,0.9237726098191215,6.336740021945252,20.790231736307703,"[2109.893607494083, 0.03865898817559684, 0.4995926892209291]",164.0,61.0,566.0,616.0,351.75
Burr_XII,69,0.33802933770374094,0.7348901098901099,4.676058675407482,14.355011551865168,"[0.11836981393947993, 2.6927762709232326]",333.0,476.0,270.0,329.0,352.0
Gen_Gamma,35,0.16790047258801705,0.9166666666666666,6.335800945176034,20.73296853135242,"[2318.0180902194697, 0.041639601743807354, 0.8711674301274376]",163.0,80.0,565.0,601.0,352.25
Logistic,69,0.33908257818190113,0.7348901098901099,4.678165156363802,14.357118032821488,"[0.7030433059403453, 0.5524658402987342]",334.0,476.0,271.0,330.0,352.75
Exp_Weibull,100,0.14316896206314805,0.8950617283950616,6.286337924126296,20.90893341048618,"[14.308004175923028, 0.028999548299356363, 989541.1683884447]",107.0,110.0,548.0,647.0,353.0
Logistic,16,0.3559225708070974,0.7313985196727697,4.711845141614194,14.280759266889481,"[5.377094693727714, 1.1147170184153241]",346.0,486.0,282.0,305.0,354.75
Burr_III,11,0.38895395976129504,0.7578064516129033,4.77790791952259,14.31948676734055,"[0.877896597290695, 2.7143307677298845]",389.0,401.0,315.0,317.0,355.5
Burr_XII,37,0.28415137722010975,0.6551724137931034,4.56830275444022,14.155235019600239,"[0.11810115654168367, 2.633572392507773]",281.0,668.0,232.0,245.0,356.5
Burr_III,37,0.2844108996513016,0.6551724137931034,4.5688217993026035,14.155754064462622,"[0.25553152768659043, 0.2754673809258711]",285.0,668.0,234.0,246.0,358.25
Weibull,26,0.6382376498672352,0.9237726098191215,5.276475299734471,14.912136442642769,"[1.1384415389199276, 0.16599195521288537]",522.0,61.0,414.0,437.0,358.5
Logistic,26,0.6386062375629123,0.9237726098191215,5.2772124751258245,14.912873618034125,"[0.501729058024066, 0.4587920903346554]",524.0,61.0,415.0,438.0,359.5
LogNormal,32,0.4370586765844792,0.7905004240882103,4.874117353168958,14.505397333317621,"[3.2512365806220793, 6.325637317094705e-10]",421.0,311.0,339.0,368.0,359.75
Gamma,26,0.6386158804131701,0.9237726098191215,5.27723176082634,14.91289290373464,"[0.0004391051516604239, 0.03749388735222197]",525.0,61.0,416.0,439.0,360.25
Gen_Gamma,100,0.14832190277789198,0.8950617283950616,6.296643805555784,20.91923929191567,"[1950.8818766499019, 0.03870471878598154, 0.5533118177008506]",128.0,110.0,555.0,651.0,361.0
Logistic,11,0.4000888303036793,0.7578064516129033,4.800177660607359,14.341756508425318,"[4.199735989372484, 0.9880265880010054]",401.0,401.0,323.0,322.0,361.75
Logistic,72,0.37906564812675086,0.7693920335429769,4.758131296253501,14.553541182510774,"[0.25309031402593585, 0.4342541818205845]",379.0,377.0,306.0,387.0,362.25
Exp_Weibull,41,0.1121693208489132,0.8429951690821256,6.224338641697827,20.88699635669168,"[13.742019577276524, 0.031145873109332315, 635240.0150018808]",65.0,212.0,536.0,640.0,363.25
Weibull,72,0.3801448774405999,0.7693920335429769,4.7602897548811995,14.555699641138471,"[1.2639734779205107, 0.1570720121195655]",381.0,377.0,308.0,388.0,363.5
LogNormal,28,0.48479857666069054,0.8236763236763237,4.969597153321381,14.578826193446629,"[3.372287529674203, 0.027084784538456294]",457.0,237.0,370.0,392.0,364.0
Gamma,72,0.3815364237007699,0.7693920335429769,4.76307284740154,14.558482733658812,"[0.0005188699288297706, 0.03422904364783113]",382.0,377.0,309.0,389.0,364.25
Exponential,99,0.835796939811276,0.5802469135802468,3.6715938796225522,8.546825966899128,[0.2407799650085063],592.0,827.0,20.0,21.0,365.0
Burr_XII,46,0.27780509725971425,0.6666666666666666,4.555610194519429,14.314321803440306,"[0.11653842128310385, 2.6216614721208265]",273.0,648.0,225.0,315.0,365.25
Burr_III,46,0.2783390076167945,0.6666666666666666,4.556678015233589,14.315389624154466,"[0.250962619880738, 0.27695410811560284]",274.0,648.0,226.0,316.0,366.0
Gen_Gamma,41,0.12071255596442805,0.8429951690821256,6.241425111928856,20.904082826922707,"[2244.5211597377156, 0.03798271792274516, 0.7573900782518506]",72.0,212.0,539.0,643.0,366.5
LogNormal,72,0.3886530989805202,0.7693920335429769,4.777306197961041,14.572716084218312,"[3.040916806498435, 3.481211759915292e-10]",387.0,377.0,313.0,391.0,367.0
Exponential,78,1.4371471723725149,0.7650273224043715,4.87429434474503,9.766935985917119,[0.23489143805791907],705.0,387.0,340.0,42.0,368.5
