id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict
nifty_360, ZYTO Corp Appoints Leading Experts to Scientific Advisory Board,zyto corp|leading experts|scientific advisory board|zyto|corp|scientific|advisory|board,nifty_512, ZYTO Corp Announces Expansion of Scientific Advisory Board,zyto corp|expansion|scientific advisory board|zyto|corp|scientific|advisory|board,0.8915695,0.7777777777777778,282,15ab9c87a97999fd38e7c42457daec08,True,5,True,incorrect
nifty_645,Ingersoll Rand Announces Chief Financial Officer and General Counsel for New Security Company,ingersoll rand|chief financial officer|general counsel|new security company|ingersoll|rand|chief|financial|officer|general|counsel|new|security|company,nifty_724,Ingersoll Rand Names New Chief Financial Officer,ingersoll rand|new chief financial officer|ingersoll|rand|officer,0.8903437,0.2666666666666666,143,736f7290e831b7eda9ac8cb7ea2fa345,False,5,False,not_reviewed
nifty_1012,SuperGroup's finance chief leaves after he was declared bankrupt,supergroup's finance chief|supergroup,nifty_1012,UPDATE 1-SuperGroup's finance chief quits after being declared bankrupt,supergroup's finance chief|update|supergroup,0.8902264,0.6666666666666666,0,6eb3085b242cc25bd6a0dd3a21b41e2b,True,5,False,not_reviewed
nifty_808,"New Pacific Reports Financial Results for the Three and Six Months Ended December 31, 2013-Appoints President and Senior Vice-President",new pacific|financial results|the three and six months|president|senior vice|new|pacific|december|senior|vice,nifty_1006,"New Pacific Reports Financial Results for the Three and Six Months Ended December 31, 2014-Appoints Chief Financial Officer",new pacific|financial results|the three and six months|chief financial officer|new|pacific|december|chief|officer,0.88654935,0.4615384615384615,370,835d5064cb659c1d3515456efeac6feb,False,5,False,correct
nifty_872,Remy Cointreau names luxury specialist as CEO,remy cointreau|luxury specialist|ceo|remy|cointreau,nifty_872,UPDATE 1-Remy Cointreau picks luxury sector specialist as CEO,remy cointreau|luxury sector specialist|ceo|update|remy|cointreau,0.88427263,0.5714285714285714,0,f24cda2f4c90f3b6b4c767df202717ba,True,5,False,not_reviewed
nifty_583,UPDATE 2-BG names new CEO to run big growth projects,new ceo|big growth projects|bg,nifty_583,RPT-UPDATE 2-BG names new CEO to run big growth projects,new ceo|big growth projects|rpt|bg|ceo,0.8810375,0.6,0,01d1f75c7a3317b589472cc493dafdfc,True,5,False,not_reviewed
nifty_747,Toys 'R' Us Names CEO,toys 'r' us|ceo|toys|us,nifty_922,Toys 'R' Us Names Supply Chain Chief,toys 'r' us|supply chain chief|toys|us,0.88051134,0.6,328,afafebf6f5aa9aadf8693951bed112ef,False,5,False,not_reviewed
nifty_1018,Citizens Financial Group Names Former Citigroup Veteran Eric Aboaf CFO,citizens financial group|former citigroup veteran|eric aboaf|cfo|citizens|financial|group|citigroup|eric|aboaf,nifty_1018,Citigroup treasurer Eric Aboaf to be Citizens Financial CFO,citigroup treasurer eric aboaf|citizens financial cfo|citigroup|eric|aboaf|citizens|financial|cfo,0.8802088,0.5,0,b0ecc3978e9c46f6807ed1a7509eb789,True,5,False,not_reviewed
nifty_861,WWEÂ® Chief Strategy & Financial Officer George Barrios to Participate in J.P. Morgan Media Conference,wweâ® chief strategy & financial officer george barrios|j.p. morgan media conference|wweâ|chief|strategy|financial|officer|george|barrios|j.p.|morgan|media,nifty_864,WWEÂ® Chief Strategy & Financial Officer George Barrios to Participate in Cowen Media Conference,wweâ® chief strategy & financial officer george barrios|cowen media conference|wweâ|chief|strategy|financial|officer|george|barrios|cowen|media,0.87740964,0.6428571428571429,7,a883c556a5a8b26e07cf8c2f9c73ace2,False,5,False,not_reviewed
nifty_362,"New York Community Bancorp, Inc. President and Chief Executive Officer Joseph R. Ficalora to Speak at Stifel Nicolaus Investor Conference","new york community bancorp, inc. president and chief executive officer joseph r. ficalora|stifel nicolaus investor conference|new|york|community|bancorp|inc.|president|chief|executive|officer|joseph|r.|ficalora|stifel|nicolaus|investor",nifty_376,"New York Community Bancorp, Inc. President and Chief Executive Officer Joseph R. Ficalora to Speak at FBR Investor Conference","new york community bancorp, inc. president and chief executive officer joseph r. ficalora|fbr investor conference|new|york|community|bancorp|inc.|president|chief|executive|officer|joseph|r.|ficalora|fbr|investor",0.87469363,0.7368421052631579,26,32008bdab09646d6a08e2719378de255,False,5,False,correct
nifty_779,SandRidge Energy Names New Executive Vice President of Investor Relations and Strategy,sandridge energy|new executive vice president|investor relations|strategy|sandridge|energy|executive|vice|president|investor,nifty_1101,"SandRidge Energy, Inc. Names New Chief Financial Officer","sandridge energy, inc.|new chief financial officer|sandridge|energy|inc.|chief|officer",0.87149465,0.1333333333333333,598,9411893eca92b7dfb302d36d3802221e,False,5,False,not_reviewed
nifty_226,Sears Names New CEO,sears|new ceo,nifty_321,Sears Names New Finance Chief,sears|new finance chief|chief,0.87084115,0.25,173,be4b3ba293db718701fb185819ac8328,False,5,False,not_reviewed
nifty_259,Xerium Technologies Appoints New Board Member,xerium technologies|new board member|xerium|technologies,nifty_499,Xerium Technologies Announces Appointment of Industry Veteran to Board,xerium technologies|appointment|industry veteran|board|xerium|technologies,0.86701524,0.4285714285714285,442,4787df696f29d1a02c18a64f607b30b5,True,5,False,not_reviewed
nifty_871,Walmart.com CEO to Step Down,walmart.com ceo|walmart.com,nifty_1170,Wal-Mart Marketing Chief to Step Down,wal-mart marketing chief|wal|mart,0.85851556,0.0,549,915cfd04b09eace037ceda242e9a1a41,False,5,False,not_reviewed
nifty_621,Wal-Mart's Administrative Chief to Step Down,wal-mart's administrative chief|wal|mart,nifty_1170,Wal-Mart Marketing Chief to Step Down,wal-mart marketing chief|wal|mart,0.8563656,0.5,1015,25044e160d9d7c5dd9c8cc13ef0885c7,True,5,False,not_reviewed
nifty_991,Bristol-Myers Operating Chief to Become CEO,bristol-myers operating chief|ceo|bristol|myers,nifty_1375,Bristol-Myers Names CEO as New Chairman,bristol-myers|ceo|new chairman|bristol|myers,0.8553946,0.5,701,a1329efb0f8b347f21b46bbb592840ea,False,5,False,not_reviewed
nifty_303,Wal-Mart names new top China executives ,wal-mart|new top china executives|wal|mart|china,nifty_415,Wal-Mart Names China Chief,wal-mart|china chief|wal|mart|china,0.85295165,0.6666666666666666,208,bad147468bbaab183b325f679d5cb895,True,5,False,not_reviewed
nifty_599,E*Trade Picks New CEO,e*trade|new ceo,nifty_1319,E*Trade Names New CEO in Executive Shake-Up,e*trade|new ceo|executive shake-up,0.8526025,0.6666666666666666,1334,f4e726a62510ddf152de491140751e08,True,5,False,correct
nifty_708,Polypore Announces New President for Energy Storage - Electronics and Electric Drive Vehicles (EDVs) Business Segment,polypore|new president|energy storage|(edvs|electronics|electric|drive,nifty_746,Polypore Announces New President for Energy Storage - Transportation and Industrial Business Segment,polypore|new president|transportation|industrial,0.8520666,0.2222222222222222,69,f541f8fce530d7e53edcad77b8ea020b,False,5,False,not_reviewed
nifty_797,UPDATE 1-Remy Cointreau's cognac boss steps down,remy cointreau's cognac boss|update|remy|cointreau,nifty_797,Head of Rémy Cointreau's Cognac Brand Steps Down,head|rémy cointreau's cognac brand|rémy|cointreau|cognac,0.85166734,0.125,0,1b4abadbc0893908ed27ff7d9ce976db,True,5,False,not_reviewed
nifty_621,Wal-Mart's Administrative Chief to Step Down,wal-mart's administrative chief|wal|mart,nifty_871,Walmart.com CEO to Step Down,walmart.com ceo|walmart.com,0.85156924,0.0,466,69f3db734cc444ed4f3d873e985f5339,False,5,False,not_reviewed
nifty_352,Lonny Robinson Joins Hanmi Financial as Interim Chief Financial Officer,lonny robinson|hanmi financial|interim chief financial officer|lonny|robinson|hanmi|financial|chief|officer,nifty_358,Lonny Robinson Approved as Hanmi's Chief Financial Officer by the Federal Reserve...,lonny robinson|hanmi's chief financial officer|the federal reserve|lonny|robinson|hanmi|chief|financial|officer|federal|reserve,0.848023,0.5384615384615384,9,e1be9216fe1f4d4f9f53ba9d1117bf68,True,5,False,not_reviewed
nifty_180,Aeropostale Names New CEO Amid Down 3Q Report,aeropostale|new ceo|down 3q report,nifty_910,Aéropostale Names New CEO,aéropostale|new ceo,0.84774244,0.25,1356,c73d4e844b9904c2fa0b44d9b20d0266,True,5,False,not_reviewed
nifty_387,Avon Replacing Andrea Jung as CEO,avon|andrea jung|ceo|andrea|jung,nifty_549,Avon's Jung to leave board early; new CEO in spotlight,avon's jung|board|new ceo|spotlight|avon|jung,0.8460199,0.2222222222222222,300,78ac6bf6f0117cc5df2c66d805da5d99,True,5,False,not_reviewed
nifty_868,Tullett Prebon CEO to Leave Firm,tullett prebon ceo|firm|tullett|prebon,nifty_893,Tullett Prebon Names New CEO,tullett prebon|new ceo|tullett|prebon,0.8412213,0.3333333333333333,44,0a7cd6382619b2603d3db988e40ac874,False,5,False,not_reviewed
nifty_147,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,nifty_486,REG - Eden Research plc - Director/PDMR Shareholding,- eden research plc|director|pdmr shareholding|eden|research|plc|pdmr,0.8376723,0.1818181818181818,623,3c0063ef713ee16c7fd9a0cf9d158265,False,5,False,not_reviewed
nifty_367,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,nifty_486,REG - Eden Research plc - Director/PDMR Shareholding,- eden research plc|director|pdmr shareholding|eden|research|plc|pdmr,0.8376723,0.1818181818181818,220,3c0063ef713ee16c7fd9a0cf9d158265,False,5,False,not_reviewed
nifty_486,REG - Eden Research plc - Director/PDMR Shareholding,- eden research plc|director|pdmr shareholding|eden|research|plc|pdmr,nifty_498,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,0.83767223,0.1818181818181818,26,561d8423ecd6eb877cecdf34ea676bc2,False,5,False,not_reviewed
nifty_187," Bison Gold Resources Inc. Announces a Change to Its Board of Directors and a $400,000 Convertible Debenture Financing","bison gold resources inc.|a change|its board|directors|a $400,000 convertible debenture financing|bison|gold|resources|inc.|board",nifty_227, Bison Gold Announces a Change to its Board of Directors and Issues Stock Options,bison gold|a change|its board|directors|stock options|bison|gold|board,0.83668864,0.5,76,0f6814e7c5c20357bc2a152c58581b66,False,5,False,not_reviewed
nifty_1090,Fastenal’s New CEO to Step Down,fastenal’s new ceo|fastenal,nifty_1138,Fastenal Names Another New CEO,fastenal|another new ceo,0.8352593,0.3333333333333333,85,4a52bd372a1c03ad61349607c22e4ec9,False,5,False,not_reviewed
nifty_283,"Dubai's Nakheel CEO leaves, CFO takes over for now",dubai's nakheel ceo|cfo|dubai|nakheel|ceo,nifty_283,"UPDATE 1-Nakheel CEO leaves, CFO to take over for now",nakheel ceo|cfo|update|nakheel,0.8348988,0.2857142857142857,0,262136fe124f05dd23f1b262c8e6bf33,True,5,False,not_reviewed
nifty_376,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.8347475,0.25,99,cf9e235be6870d78ffb9b2079435e280,False,5,False,not_reviewed
nifty_381,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.8347475,0.25,86,cf9e235be6870d78ffb9b2079435e280,False,5,False,not_reviewed
nifty_404,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.83474743,0.25,42,cf9e235be6870d78ffb9b2079435e280,False,5,False,not_reviewed
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_376,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,251,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_381,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,264,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_404,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,308,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_268,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_376,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,195,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_268,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_381,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,208,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_268,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_404,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,252,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_376,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,181,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_381,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,194,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_404,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,238,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_376,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,21,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_381,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,34,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_404,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,0.8347474,0.25,78,8c730a2498556a9ddedda239283fe2dc,False,5,False,not_reviewed
nifty_376,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_478,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.8347474,0.25,191,cf9e235be6870d78ffb9b2079435e280,False,5,False,not_reviewed
nifty_381,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_478,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.8347474,0.25,178,cf9e235be6870d78ffb9b2079435e280,False,5,False,not_reviewed
nifty_404,REG - Elektron Technology - Director/PDMR Shareholding,- elektron technology|director/pdmr shareholding|elektron|technology|pdmr,nifty_478,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.8347474,0.25,134,cf9e235be6870d78ffb9b2079435e280,False,5,False,not_reviewed
nifty_501,LeapFrog Appoints Ray Arthur As Chief Financial Officer,leapfrog|ray arthur|chief financial officer|ray|arthur|chief|financial|officer,nifty_501,UPDATE 1-LeapFrog appoints Ray Arthur as CFO,leapfrog|ray arthur|cfo|ray|arthur,0.8321464,0.4444444444444444,0,aea5bbbc96c048b93680f363df77fe4c,True,5,False,not_reviewed
nifty_219,Rackspace Chief Financial Officer Announces Plan to Retire,rackspace chief financial officer|plan|rackspace|chief|financial|officer,nifty_234,Rackspace Announces Interim Chief Financial Officer,rackspace|interim chief financial officer|chief|financial|officer,0.831365,0.5714285714285714,28,b9a17a1d3ce962ede9be8bcc37165fda,False,5,False,not_reviewed
nifty_232,ChrysCapital's Dhawan to Ease Out of Active Role,chryscapital's dhawan|active role|chryscapital|dhawan,nifty_232,ChrysCapital's Dhawan To Step Down Gradually,chryscapital's dhawan|chryscapital|dhawan,0.83079475,0.75,0,79c37cc541a3b2eacab120ff3c5a3cee,True,5,False,not_reviewed
nifty_925,RadioShack Financial Chief Resigns,radioshack financial chief|radioshack|chief,nifty_976,RadioShack Replaces Finance Chief Again,radioshack|finance chief,0.8302171,0.25,92,d80b701fd355826a7a225824793f1f2b,False,5,True,incorrect
nifty_631,Spirit AeroSystems Names New Chief,spirit aerosystems|new chief|spirit|aerosystems|chief,nifty_1204,Spirit AeroSystems Names Tom Gentile Operating Chief,spirit aerosystems|tom gentile|operating chief|spirit|aerosystems|tom|gentile|operating|chief,0.82831454,0.4,1064,21811fb951088b25ace5b4d5db47ab4f,False,5,False,not_reviewed
nifty_1010,Crédit Agricole Names New CEO,crédit agricole|new ceo|crédit|agricole,nifty_1048,Crédit Agricole Appoints New Deputy CEO,crédit agricole|new deputy ceo|crédit|agricole|deputy,0.8271138,0.5,69,88c87bf40970c80b654bc33e8157aad6,False,5,False,not_reviewed
nifty_1261,U.S. fund company Vanguard appoints Michael Rollings as CFO,u.s. fund company vanguard|michael rollings|cfo|u.s.|vanguard|michael|rollings,nifty_1261,UPDATE 1-U.S. fund company Vanguard names Michael Rollings finance chief,u.s. fund company vanguard|michael rollings finance chief|update|u.s.|vanguard|michael|rollings,0.8265466,0.5555555555555556,0,595ff0032da816294ba8692221b491d0,True,5,False,not_reviewed
nifty_977,"Wendy’s Announces New Marketing Chief, Management Changes",wendy|new marketing chief|management|chief,nifty_1261,Wendy’s Makes New CEO Official,wendy|new ceo,0.8249672,0.2,526,a6376f259d09933a9f000ec16a76c52b,False,5,False,not_reviewed
nifty_469,"CN's business agenda shaped by what the company stands for, says President and CEO Claude Mongeau",cn's business agenda|what|the company|president and ceo claude mongeau|cn|president|ceo|claude|mongeau,nifty_772,"CN is a true backbone of the economy, says CN President and CEO Claude Mongeau",a true backbone|the economy|cn president and ceo claude mongeau|cn|president|ceo|claude|mongeau,0.8237715,0.4166666666666667,567,4cf6668a7a1bcbdb1753e383cf9b711b,False,5,False,not_reviewed
nifty_364, Vast Announces Interim CFO,vast|interim cfo,nifty_904,BRIEF-Vastned appoints new CFO,-vastned|new cfo|brief|vastned,0.82340264,0.0,1009,34c0e9a1b9a122e37c07dfc73161d8ff,False,5,False,not_reviewed
nifty_142," H2O Innovation Announces Departure of CFO, Proposes New Board Director, Grants Stock Options to Key Personnel",h2o innovation|departure|cfo|new board director|stock options|key personnel|h2o|innovation|board,nifty_170,"H2O Innovation: H2O Innovation announces election of Board of Directors, grants stock options",h2o innovation|election|board|directors|stock options|h2o|innovation,0.82281417,0.4545454545454545,49,85ed8869d92d249caf4078613966b875,False,5,False,not_reviewed
nifty_252,Gold Resource Corporation's CFO Steps Down,gold resource corporation's cfo|gold|resource|corporation,nifty_288, Gold Resource Corporation Hires New CFO,gold resource corporation|new cfo|gold|resource|corporation,0.82279956,0.5,65,6b64ddac53fe3676cb2176a580c2e38f,False,5,False,not_reviewed
nifty_185,Penn Virginia Corporation Announces New Chief Financial Officer,penn virginia corporation|new chief financial officer|penn|virginia|corporation|chief|officer,nifty_540,New Penn Financial Announces Chief Operating Officer,new penn financial|chief operating officer|new|penn|financial|chief|operating|officer,0.82242906,0.25,655,979cfdf2969dbc648712abbdd726bb60,False,5,False,not_reviewed
nifty_1369,Alexion Names New CEO and CFO,alexion|new ceo|cfo,nifty_1425,Alexion Names New CEO Following Internal Sales-Practice Probe,alexion|new ceo|internal sales-practice probe,0.82159466,0.5,105,c551ac25d893f1d4d6c2c6b568601018,False,5,False,not_reviewed
nifty_764,National Oilwell CEO to Step Down,national oilwell ceo|national|oilwell,nifty_803,Premier Oil CEO to Step Down,premier oil ceo|premier|oil,0.82145566,0.0,82,4834cb49729b84fb3180b399258734ad,False,5,False,not_reviewed
nifty_727,Pandora Media Taps McAndrews as New CEO,pandora media|mcandrews|new ceo|pandora|media,nifty_728,Pandora Media Picks New CEO,pandora media|new ceo|pandora|media,0.8209859,0.8,1,0fc9404eecdaf6c7dcf1754e7fc07740,True,5,False,not_reviewed
nifty_772,Bombardier Names New Commercial Aircraft Sales Chief,bombardier|new commercial aircraft sales chief,nifty_1089,Bombardier Names New Chief Financial Officer,bombardier|new chief financial officer|officer,0.8208994,0.25,590,605f72c63717cf8744a13ec75f145f1c,False,5,False,not_reviewed
nifty_621,Wal-Mart's Administrative Chief to Step Down,wal-mart's administrative chief|wal|mart,nifty_897,Wal-Mart's U.S. Chief to Leave,wal-mart's u.s. chief|wal|mart|u.s.,0.8207568,0.4,511,31d59bf3b0d7c0d821dced6104660ade,False,5,False,not_reviewed
nifty_502,Marrone Bio Innovations Appoints Investment Bank co-founder to its Board of Directors,marrone bio innovations|investment bank co|founder|its board|directors|marrone|bio|innovations|investment|bank|board,nifty_814,Marrone Bio Innovations Appoints New Chief Financial Officer,marrone bio innovations|new chief financial officer|marrone|bio|innovations|chief|officer,0.8203596,0.2857142857142857,588,3ae1dd5559afa411357592134836c0f5,False,5,False,not_reviewed
nifty_511,"Tetra Technologies, Inc. Announces New Chief Financial Officer","tetra technologies, inc.|new chief financial officer|tetra|technologies|inc.|new|chief|financial|officer",nifty_977,"TETRA Technologies, Inc. Announces New Senior Vice President","tetra technologies, inc.|new senior vice president|tetra|technologies|inc.|new|senior|vice|president",0.8187369,0.3846153846153846,868,55ec8fe9a36d7a7c38c366b0db806923,False,5,False,not_reviewed
nifty_113,GLOBALFOUNDRIES Announces Chief Financial Officer Transition,globalfoundries|chief financial officer transition|chief|financial|officer,nifty_787,GLOBALFOUNDRIES Announces New Chief Executive to Lead Next Phase of Growth,globalfoundries|new chief executive|next phase|growth|executive,0.81768775,0.1111111111111111,1253,409d2450b84205b9e2d3b95cd62ab127,False,5,False,not_reviewed
nifty_470,MEMC Announces CFO Transition,memc|cfo transition,nifty_988,AMRI Announces CFO Transition,amri|cfo transition,0.8163826,0.3333333333333333,972,3b6fb4d5ebe9b74ec01414359fa82290,False,5,False,not_reviewed
nifty_1244,First Solar Names Finance Chief as CEO,first solar|finance chief|ceo|first|solar|chief,nifty_1329,"SolarCity Names Finance Chief, in Solar Funds Venture",solarcity|finance chief|solar funds venture|chief,0.81594414,0.25,154,8fcd3b005dfd9fbf0e3db52ea8fd25d7,False,5,False,not_reviewed
nifty_812,The Coca-Cola Company Chief Financial Officer Gary P. Fayard to Retire,the coca-cola company|chief financial officer|gary p. fayard|coca|cola|company|chief|financial|officer|gary|p.|fayard,nifty_812,UPDATE 1-Coca-Cola CFO Fayard to retire,coca-cola cfo fayard|update|coca|cola|cfo|fayard,0.8155494,0.2,0,d8519f302f1f8841e5f735f8b1bb5fd8,True,5,False,not_reviewed
nifty_926,RadioShack Appoints Interim Chief Financial Officer,radioshack|interim chief financial officer|chief|financial|officer,nifty_976,RadioShack Replaces Finance Chief Again,radioshack|finance chief,0.8142645,0.1666666666666666,91,656949ba8e83cbc19b6c0e84b340fdd7,True,5,False,not_reviewed
nifty_1239,Wendy’s Names New CFO Ahead of CEO Succession,wendy|new cfo|ceo succession,nifty_1261,Wendy’s Makes New CEO Official,wendy|new ceo,0.81401956,0.25,37,4878f78d17f131178edbd4048f20e39e,False,5,False,not_reviewed
nifty_343,Calpine Names New Vice President of Investor Relations,calpine|new vice president|investor relations|vice|president,nifty_612,"Calpine Names New Leaders for Commercial Development, Finance and Treasury",calpine|new leaders|commercial development|finance|treasury|commercial,0.8128255,0.1,505,536ed90fa853b57fd3002285bdeafa67,False,5,False,not_reviewed
nifty_791,RadioShack Names Dollar General Executive as Finance Chief,radioshack|dollar general executive|finance chief|executive|chief,nifty_976,RadioShack Replaces Finance Chief Again,radioshack|finance chief,0.8124588,0.4,337,a38da66861f1616554617151eb4f6ac6,True,5,False,not_reviewed
nifty_972,Barington to Nominate Three for Omnova Board,barington|omnova board|omnova|board,nifty_973,Hedge fund Barington nominates three for OMNOVA board,hedge fund barington|omnova board|barington|omnova,0.80968547,0.6,1,a4790a23905f9c046214765f6fbec9fe,True,5,False,not_reviewed
nifty_119,Advanced Energy Announces Resignation of Chief Financial Officer,advanced energy|resignation|chief financial officer|advanced|energy|chief|financial|officer,nifty_121,Advanced Energy Appoints New Chief Financial Officer,advanced energy|new chief financial officer|advanced|energy|officer,0.80855894,0.4444444444444444,5,702eaae164b71d3535b22192d82ec929,False,5,False,not_reviewed
nifty_825,TMX Group Chief Executive to Retire,tmx group chief executive|tmx|group,nifty_907,TMX CEO Pushes Retirement to October,tmx ceo|retirement|october|tmx,0.8075659,0.1666666666666666,148,595056fe1db09a24bc60386e408c339a,True,5,True,incorrect
nifty_361,First Solar's CEO Departs,first solar's ceo|first|solar,nifty_1244,First Solar Names Finance Chief as CEO,first solar|finance chief|ceo|first|solar|chief,0.8070556,0.2857142857142857,1645,4d88602232d5e7690b0211f83636da2a,False,5,False,correct
nifty_801,Abercrombie Names New COO,abercrombie|new coo,nifty_839,Abercrombie Names New CFO,abercrombie|new cfo,0.80636644,0.3333333333333333,69,68eb28dc4279650b676d9a9f20a3a0b2,False,5,False,not_reviewed
nifty_1260,BRIEF-Best Buy says current chief strategic growth officer Orie barry to be co's CFO,best buy|current chief strategic growth officer|orie barry|co's cfo|brief|best|buy|orie|barry,nifty_1260,BRIEF-Best Buy Co Inc says Corie Barry to become CFO,best buy co inc|corie barry|cfo|brief|best|buy|co|inc|corie|barry,0.8055794,0.2666666666666666,0,40e8834c02f5583e15c6907cce515cd4,True,5,False,not_reviewed
nifty_614,PNC Financial names President Demchak next CEO,pnc financial|president demchak|next ceo|pnc|financial|president|demchak|ceo,nifty_845,PNC's CEO Demchak Takes Over as Chairman,pnc's ceo demchak|chairman|pnc|demchak,0.80544126,0.2,432,a267da08a6141bfd7376f3d764961e85,False,5,False,not_reviewed
nifty_376,REG - Nanoco Group PLC - Director/PDMR Shareholding,- nanoco group plc|director/pdmr shareholding|nanoco|group|plc|pdmr,nifty_486,REG - Eden Research plc - Director/PDMR Shareholding,- eden research plc|director|pdmr shareholding|eden|research|plc|pdmr,0.8048512,0.1818181818181818,205,198b8456b193e9338fc79eadcb30a901,False,5,False,correct
