id,date,news,label,pct_change,preprocessed_text,topic_id,topic_label
nifty_13,2010-02-01,"FACTBOX-Mergers, takeovers in Brazil's ethanol industry",Rise,0.0121,"mergers, takeovers in brazil ethanol industry",13,brazil_petrobras_brazilian
nifty_13,2010-02-01, Cenzic Hires an Industry Veteran to Accelerate Its Channels in Web Application Security,Rise,0.0121,cenzic hires an industry veteran to accelerate its channels in web application security,0,security_cloud_cyber
nifty_13,2010-02-01,Index Engines and LECG Partner to Combine e-Discovery Expertise with Industry Leading Technology,Rise,0.0121,index engines and lecg partner to combine e-discovery expertise with industry leading technology,0,security_cloud_cyber
nifty_13,2010-02-01,"UPDATE 1-Afrox sees lower FY profit, shares fall",Rise,0.0121,"afrox sees lower fy profit, shares fall",14,fy_ebitda_euros
nifty_13,2010-02-01,RXi Pharmaceuticals to Webcast Presentation at the 12th Annual BIO CEO & Investor Conference,Rise,0.0121,rxi pharmaceuticals to webcast presentation at the 12th annual bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01,ProSecure by NETGEAR Brings Enterprise-Class Security to Small Businesses and Telecommuters for Under $300,Rise,0.0121,prosecure by netgear brings enterprise-class security to small businesses and telecommuters for under $300,0,security_cloud_cyber
nifty_13,2010-02-01,Global Payments Announces Second Quarter Dividend,Rise,0.0121,global payments announces second quarter dividend,10,dividend_quarterly dividend_declares
nifty_13,2010-02-01,CytRx to Present at the 12th Annual BIO CEO & Investor Conference,Rise,0.0121,cytrx to present at the 12th annual bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01,CSC Names Andy Purdy Chief Cybersecurity Strategist,Rise,0.0121,csc names andy purdy chief cybersecurity strategist,3,officer_appoints_chief
nifty_13,2010-02-01," Safe Bulkers, Inc. Sets Date for Fourth Quarter and Full Year 2009 Results, Dividend Announcement, Conference Call and",Rise,0.0121,"safe bulkers, inc. sets date for fourth quarter and full year 2009 results, dividend announcement, conference call and",8,2012 results_2011 results_fourth quarter
nifty_13,2010-02-01, Intrepid Quarterly Activities: Market Call,Rise,0.0121,intrepid quarterly activities: market call,11,earnings release_release_quarter earnings
nifty_13,2010-02-01,"Edgewater Technology, Inc.'s Fourth Quarter / Full Year 2009 Financial Results; Wednesday,...",Rise,0.0121,"edgewater technology, inc. fourth quarter full year 2009 financial results; wednesday,",8,2012 results_2011 results_fourth quarter
nifty_13,2010-02-01,Nirvanix and CommVault Help Companies Struggling to Manage Data Growth,Rise,0.0121,nirvanix and commvault help companies struggling to manage data growth,0,security_cloud_cyber
nifty_13,2010-02-01,Cincinnati Financial Corporation Announces Addition to Board,Rise,0.0121,cincinnati financial corporation announces addition to board,3,officer_appoints_chief
nifty_13,2010-02-01,Top Analyst Firm Recognizes EMC With Positive Rating in MarketScope Report For E-Discovery,Rise,0.0121,top analyst firm recognizes emc with positive rating in marketscope report for e-discovery,2,analyst_technical_updates
nifty_13,2010-02-01,BigMachines Announces BigMachines 10 - Takes B2B eCommerce to the Cloud,Rise,0.0121,bigmachines announces bigmachines 10 - takes b2b ecommerce to the cloud,0,security_cloud_cyber
nifty_13,2010-02-01," MDRNA, Inc. to Present at the 12th Annual BIO CEO & Investor Conference",Rise,0.0121,"mdrna, inc. to present at the 12th annual bio ceo & investor conference",1,present_conference_investor
nifty_13,2010-02-01," MetaPower International, Inc. Reports $2.1M in Sales for 4th Qtr 2009",Rise,0.0121,"metapower international, inc. reports $2.1m in sales for 4th qtr 2009",14,fy_ebitda_euros
nifty_13,2010-02-01,Integra LifeSciences to Present at the Deutsche Bank 2010 Small and Mid Cap Conference,Rise,0.0121,integra lifesciences to present at the deutsche bank 2010 small and mid cap conference,1,present_conference_investor
nifty_13,2010-02-01,China skeptical as foreign firms push carbon capture,Rise,0.0121,china skeptical as foreign firms push carbon capture,19,carbon_solar_climate
nifty_13,2010-02-01," NEXT Financial Group, Inc. Welcomes Ami Shah as NEXT General Counsel",Rise,0.0121,"next financial group, inc. welcomes ami shah as next general counsel",3,officer_appoints_chief
nifty_13,2010-02-01,UPDATE 1-Equinox secures $400 mln in loan facility,Rise,0.0121,equinox secures $400 mln in loan facility,9,secures_series_funding
nifty_13,2010-02-01,"Seven Summits Research Releases Comments on Cisco, Dow, AFLAC, Simon Property Group and National Oilwell Varco",Rise,0.0121,"seven summits research releases comments on cisco, dow, aflac, simon property group and national oilwell varco",2,analyst_technical_updates
nifty_13,2010-02-01,Local Online Advertising Leader Yodle Announces Completion of $10 Million Series D Financing,Rise,0.0121,local online advertising leader yodle announces completion of $10 million series d financing,9,secures_series_funding
nifty_13,2010-02-01,European shares turn positive as Wall Street gains,Rise,0.0121,european shares turn positive as wall street gains,17,european_european shares_european stocks
nifty_13,2010-02-01, First Gold Increases Its Land Holdings,Rise,0.0121,first gold increases its land holdings,15,preciousgold_gold_bullion
nifty_13,2010-02-01,Green Energy Resources to Create a Dozen New Jobs to Help Meet $76 Million in New...,Rise,0.0121,green energy resources to create a dozen new jobs to help meet $76 million in new,19,carbon_solar_climate
nifty_13,2010-02-01,"DTE Energy Schedules Year-End 2009 Earnings Release, Conference Call",Rise,0.0121,"dte energy schedules year-end 2009 earnings release, conference call",11,earnings release_release_quarter earnings
nifty_13,2010-02-01, Exterro Inc. Unveils Fusion Cloud Legal Hold for Law Firms,Rise,0.0121,exterro inc. unveils fusion cloud legal hold for law firms,0,security_cloud_cyber
nifty_13,2010-02-01,AppRiver Named Coolest Cloud Security Vendor,Rise,0.0121,appriver named coolest cloud security vendor,0,security_cloud_cyber
nifty_13,2010-02-01," Premier Alliance Group, Inc. Announces New Governance, Risk and Compliance-Based Contract With a Top Financial",Rise,0.0121,"premier alliance group, inc. announces new governance, risk and compliance-based contract with a top financial",3,officer_appoints_chief
nifty_13,2010-02-01,OptimumBank Holdings Announces Fourth Quarter and Year End Loss,Rise,0.0121,optimumbank holdings announces fourth quarter and year end loss,8,2012 results_2011 results_fourth quarter
nifty_13,2010-02-01,U.S. gold rises on dollar retreat; platinum up,Rise,0.0121,u.s. gold rises on dollar retreat; platinum up,15,preciousgold_gold_bullion
nifty_13,2010-02-01,"BullMarket.com Previews Earnings for Cisco, Akamai, Electronic Arts, & Pfizer",Rise,0.0121,"bullmarket.com previews earnings for cisco, akamai, electronic arts, & pfizer",2,analyst_technical_updates
nifty_13,2010-02-01,The Eastern Company Announces Change in Banking Relations,Rise,0.0121,the eastern company announces change in banking relations,6,holding company_holding_notice
nifty_13,2010-02-01,General Dynamics Trusted Virtual Environment Added to U.S. Cross-Domain Baseline List of Trusted Network Products,Rise,0.0121,general dynamics trusted virtual environment added to u.s. cross-domain baseline list of trusted network products,0,security_cloud_cyber
nifty_13,2010-02-01,Sara Lee Corporation Announces New Time for Second Quarter Fiscal 2010 Earnings Webcast,Rise,0.0121,sara lee corporation announces new time for second quarter fiscal 2010 earnings webcast,11,earnings release_release_quarter earnings
nifty_13,2010-02-01,Unum to Present at the 2010 Credit Suisse Financial Services Forum,Rise,0.0121,unum to present at the 2010 credit suisse financial services forum,1,present_conference_investor
nifty_13,2010-02-01,"Flex Fuels Energy, Inc. Announces Financial Controller's Share Purchase",Rise,0.0121,"flex fuels energy, inc. announces financial controller share purchase",3,officer_appoints_chief
nifty_13,2010-02-01,UPDATE 2-China's CNNC to buy Khan Resources for C$56.5 mln,Rise,0.0121,china cnnc to buy khan resources for c$56.5 mln,16,ipo_yuan_mln yuan
nifty_13,2010-02-01," Ian McNiece, PhD, Vice President, Scientific Development, of Proteonomix, Inc. (PROT) Has Been Appointed to the Board",Rise,0.0121,"ian mcniece, phd, vice president, scientific development, of proteonomix, inc. prot has been appointed to the board",3,officer_appoints_chief
nifty_13,2010-02-01,UPDATE 1-Candax to sell 46 pct stake to Geofinance for C$13 mln,Rise,0.0121,candax to sell 46 pct stake to geofinance for c$13 mln,16,ipo_yuan_mln yuan
nifty_13,2010-02-01,House of GreenTech Tops Off First Funding Round With Additional $714K and Appoints Katarina Bonde as Chairman of the Board,Rise,0.0121,house of greentech tops off first funding round with additional $714k and appoints katarina bonde as chairman of the board,3,officer_appoints_chief
nifty_13,2010-02-01,Kerri Doll Joins the Illinois Bankers Association As Vice President and Senior Counsel,Rise,0.0121,kerri doll joins the illinois bankers association as vice president and senior counsel,3,officer_appoints_chief
nifty_13,2010-02-01,Research and Markets: Over Sixty Percent of IT Shops to Adopt a Hybrid Cloud Model in 2010 According to Software Developers,Rise,0.0121,over sixty percent of it shops to adopt a hybrid cloud model in 2010 according to software developers,0,security_cloud_cyber
nifty_13,2010-02-01,"JBI, Inc. Announces Conference Call to Update Investors",Rise,0.0121,"jbi, inc. announces conference call to update investors",1,present_conference_investor
nifty_13,2010-02-01,UPDATE 4-Upbeat Ryanair says industry slump not ended yet,Rise,0.0121,upbeat ryanair says industry slump not ended yet,4,boeing_air_airlines
nifty_13,2010-02-01,"NI Technology Previews Earnings for ARM Holdings, NetLogic Microsystems, MEMC Electronic Materials, Arrow Electronics and Plum Creek Timber",Rise,0.0121,"ni technology previews earnings for arm holdings, netlogic microsystems, memc electronic materials, arrow electronics and plum creek timber",2,analyst_technical_updates
nifty_13,2010-02-01,Study: Increasing Alternative Energy Will Bolster PA Economy,Rise,0.0121,study: increasing alternative energy will bolster pa economy,19,carbon_solar_climate
nifty_13,2010-02-01,"Cyber Secure Institute Publishes ""U.S. Strategy for Cyberwar and Cyberterrorism"" by Gen. Eugene Habiger, Commanded US Nuclear Forces, DoEnergy Security Czar",Rise,0.0121,"cyber secure institute publishes u.s. strategy for cyberwar and cyberterrorism by gen. eugene habiger, commanded us nuclear forces, doenergy security czar",0,security_cloud_cyber
nifty_13,2010-02-01,"Research and Markets: The Market Size of the Angolan Chemicals Market Determined For the Base Year, 2008, and Revenues and Growth Rates Are Forecast To 2015",Rise,0.0121,"the market size of the angolan chemicals market determined for the base year, 2008, and revenues and growth rates are forecast to 2015",18,global chinese_chinese_industry 2014
nifty_13,2010-02-01,European shares close higher; financials strong,Rise,0.0121,european shares close higher; financials strong,17,european_european shares_european stocks
nifty_13,2010-02-01,UPDATE 1-Brazil auto sales slump 27.4 pct in January-source,Rise,0.0121,brazil auto sales slump 27.4 pct in january-source,13,brazil_petrobras_brazilian
nifty_13,2010-02-01,Bud Byrnes Re-Joins RH Investment Corp. as President and CEO,Rise,0.0121,bud byrnes re-joins rh investment corp. as president and ceo,3,officer_appoints_chief
nifty_13,2010-02-01, Peachtree Media Advisors: Investing in Brazilian Digital Media,Rise,0.0121,peachtree media advisors: investing in brazilian digital media,13,brazil_petrobras_brazilian
nifty_13,2010-02-01,Change of Virgin Media`s Corporate Sponsored Nominee and Service Provider For Virgin Media`s UK Depositary Interests,Rise,0.0121,change of virgin media s corporate sponsored nominee and service provider for virgin media s uk depositary interests,4,boeing_air_airlines
nifty_13,2010-02-01, Peer-to-Peer Platforms Lead in the Spread of Malware in BitDefender's January Top Ten E-Threat Report,Rise,0.0121,peer-to-peer platforms lead in the spread of malware in bitdefender january top ten e-threat report,0,security_cloud_cyber
nifty_13,2010-02-01,"Rockwood Holdings, Inc., to Present at Deutsche Bank 2010 Small & Mid Cap Conference, Presentation Webcast",Rise,0.0121,"rockwood holdings, inc., to present at deutsche bank 2010 small & mid cap conference, presentation webcast",1,present_conference_investor
nifty_13,2010-02-01,"White Electronic Designs to Announce First Quarter Fiscal Year 2010 Financial Results on February 8, 2010",Rise,0.0121,"white electronic designs to announce first quarter fiscal year 2010 financial results on february 8, 2010",8,2012 results_2011 results_fourth quarter
nifty_13,2010-02-01,Array BioPharma to Present at the 12th Annual BIO CEO & Investor Conference,Rise,0.0121,array biopharma to present at the 12th annual bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01,Unilens Vision Inc. Declares Regular Quarterly Cash Dividend of U.S. $0.09 Per Share,Rise,0.0121,unilens vision inc. declares regular quarterly cash dividend of u.s. $0.09 per share,10,dividend_quarterly dividend_declares
nifty_13,2010-02-01,CN's executive vice-president and chief financial officer to address the BB&T; Capital Markets Transportation Conference Feb. 10,Rise,0.0121,cn executive vice-president and chief financial officer to address the bb&t; capital markets transportation conference feb. 10,1,present_conference_investor
nifty_13,2010-02-01,SEC Climate Disclosure Rules Shaped By Global Warming Skeptics; Defunct Conservative Activist Mutual Fund Makes Lasting Impact on Climate Debate,Rise,0.0121,sec climate disclosure rules shaped by global warming skeptics; defunct conservative activist mutual fund makes lasting impact on climate debate,19,carbon_solar_climate
nifty_13,2010-02-01,"Diebold Appoints Chen Executive Vice President, International Operations",Rise,0.0121,"diebold appoints chen executive vice president, international operations",3,officer_appoints_chief
nifty_13,2010-02-01,NewAlliance to Present at Two Banking Conferences,Rise,0.0121,newalliance to present at two banking conferences,1,present_conference_investor
nifty_13,2010-02-01,"Air security firms likely to boost sales, deals",Rise,0.0121,"air security firms likely to boost sales, deals",4,boeing_air_airlines
nifty_13,2010-02-01,"Marc Noble, CISSP-ISSAP, CISM, CGEIT, MBCI, Named New (ISC)2(R) Director of U.S. Government Affairs",Rise,0.0121,"marc noble, cissp-issap, cism, cgeit, mbci, named new isc 2 r director of u.s. government affairs",3,officer_appoints_chief
nifty_13,2010-02-01,Technical Experts Will Abound at SAE International 2010 World Congress,Rise,0.0121,technical experts will abound at sae international 2010 world congress,1,present_conference_investor
nifty_13,2010-02-01,UPDATE 5-Obama budget drops revenue outlook for carbon trade,Rise,0.0121,obama budget drops revenue outlook for carbon trade,19,carbon_solar_climate
nifty_13,2010-02-01,Core Security Technologies Discovers XSS Vulnerability in Cisco Security Tools,Rise,0.0121,core security technologies discovers xss vulnerability in cisco security tools,0,security_cloud_cyber
nifty_13,2010-02-01,Lateral Data Announces $200/GB Limited Time Pricing For Viewpoint e-Discovery Platform,Rise,0.0121,lateral data announces $200 gb limited time pricing for viewpoint e-discovery platform,0,security_cloud_cyber
nifty_13,2010-02-01,WebMD Announces Fourth Quarter Earnings Release Date and Conference Call,Rise,0.0121,webmd announces fourth quarter earnings release date and conference call,11,earnings release_release_quarter earnings
nifty_13,2010-02-01,Virginia Firm Develops Breakthrough Technology to Stop Cyber Attacks,Rise,0.0121,virginia firm develops breakthrough technology to stop cyber attacks,0,security_cloud_cyber
nifty_13,2010-02-01, Cytokinetics to Present at BIO CEO and Investor Conference,Rise,0.0121,cytokinetics to present at bio ceo and investor conference,1,present_conference_investor
nifty_13,2010-02-01,Alnylam to Webcast Presentation at The 12th Annual BIO CEO & Investor Conference,Rise,0.0121,alnylam to webcast presentation at the 12th annual bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01,"Experian PLC and I-SEC Technologies, B.V. to Provide Document Checking Technology for the Fight against Fraud",Rise,0.0121,"experian plc and i-sec technologies, b.v. to provide document checking technology for the fight against fraud",0,security_cloud_cyber
nifty_13,2010-02-01,Alkermes` Corporate Presentation to be Webcast at the BIO CEO & Investor Conference,Rise,0.0121,alkermes corporate presentation to be webcast at the bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01,Telik Announces Presentation and Webcast at 12th Annual BIO CEO & Investor Conference,Rise,0.0121,telik announces presentation and webcast at 12th annual bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01,Idenix Pharmaceuticals To Present at 12th Annual BIO CEO & Investor Conference,Rise,0.0121,idenix pharmaceuticals to present at 12th annual bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01, Largo Resources Mandates Banco Itau BBA S.A. as its Financial Advisor for the Development of the Maracas Vanadium,Rise,0.0121,largo resources mandates banco itau bba s.a. as its financial advisor for the development of the maracas vanadium,13,brazil_petrobras_brazilian
nifty_13,2010-02-01,Curis to Present at the 12th Annual BIO CEO & Investor Conference,Rise,0.0121,curis to present at the 12th annual bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01,Dyax Corp. to Present at the BIO CEO & Investor Conference,Rise,0.0121,dyax corp. to present at the bio ceo & investor conference,1,present_conference_investor
nifty_13,2010-02-01,Shell bets on ethanol in $21 billion deal with Brazil's Cosan,Rise,0.0121,shell bets on ethanol in $21 billion deal with brazil cosan,13,brazil_petrobras_brazilian
nifty_13,2010-02-01,"Pentagon focuses on Special Ops, cyber warfare",Rise,0.0121,"pentagon focuses on special ops, cyber warfare",0,security_cloud_cyber
nifty_13,2010-02-01,Protective Declares Quarterly Dividend,Rise,0.0121,protective declares quarterly dividend,10,dividend_quarterly dividend_declares
nifty_13,2010-02-01,"Zacks Earnings Preview: Gannett, Polo Ralph Lauren, Whirlpool, FMC Corp and Sunoco",Rise,0.0121,"zacks earnings preview: gannett, polo ralph lauren, whirlpool, fmc corp and sunoco",2,analyst_technical_updates
nifty_13,2010-02-01,"Zacks Analyst Blog Highlights: Nokia Corp., Siemens AG, Mattel Incorporated, Hasbro Inc. and JAKKS Pacific Inc.",Rise,0.0121,"zacks analyst blog highlights: nokia corp., siemens ag, mattel incorporated, hasbro inc. and jakks pacific inc.",2,analyst_technical_updates
nifty_13,2010-02-01,"Zacks Analyst Blog Highlights: Microsoft Corporation, Hewlett Packard Company, Google Inc., Yahoo! Inc. and AstraZeneca",Rise,0.0121,"zacks analyst blog highlights: microsoft corporation, hewlett packard company, google inc., yahoo inc. and astrazeneca",2,analyst_technical_updates
nifty_13,2010-02-01,"Zacks Analyst Blog Highlights: Microsoft, Amazon, Apple, Intel and Chevron Corporation",Rise,0.0121,"zacks analyst blog highlights: microsoft, amazon, apple, intel and chevron corporation",2,analyst_technical_updates
nifty_13,2010-02-01,Seagate to Participate in Upcoming Investor Conference,Rise,0.0121,seagate to participate in upcoming investor conference,1,present_conference_investor
nifty_13,2010-02-01,"Fynanz, Inc. Closes $6.5M in Series A Funding",Rise,0.0121,"fynanz, inc. closes $6.5m in series a funding",9,secures_series_funding
nifty_13,2010-02-01,"More FY 2011 Funding for Energy Efficiency Means More Jobs, More $$ Savings for American Consumers, Businesses, Says Alliance",Rise,0.0121,"more fy 2011 funding for energy efficiency means more jobs, more $$ savings for american consumers, businesses, says alliance",19,carbon_solar_climate
nifty_13,2010-02-01, Registered Political Parties' Fourth Quarter Financial Returns for 2009 Now On-line,Rise,0.0121,registered political parties fourth quarter financial returns for 2009 now on-line,8,2012 results_2011 results_fourth quarter
nifty_13,2010-02-01,UK Conservatives plan fund to boost green technology,Rise,0.0121,uk conservatives plan fund to boost green technology,19,carbon_solar_climate
nifty_13,2010-02-01, Salary.com to Present at the Thomas Weisel Partners Technology and Telecom Conference 2010,Rise,0.0121,salary.com to present at the thomas weisel partners technology and telecom conference 2010,1,present_conference_investor
nifty_13,2010-02-01,China Huatai Securities to launch $2.9 bln IPO,Rise,0.0121,china huatai securities to launch $2.9 bln ipo,16,ipo_yuan_mln yuan
nifty_13,2010-02-01,China Huatai Securities to launch $2.9 billion IPO,Rise,0.0121,china huatai securities to launch $2.9 billion ipo,16,ipo_yuan_mln yuan
nifty_13,2010-02-01,"PRECIOUS-Gold eases a touch, remains near $1,105",Rise,0.0121,"precious-gold eases a touch, remains near $1,105",15,preciousgold_gold_bullion
nifty_13,2010-02-01,HK shares may extend gains; eyes on China banks,Rise,0.0121,hk shares may extend gains; eyes on china banks,12,kong_hong_hong kong
nifty_13,2010-02-01,"LeapFrog to Webcast Fourth Quarter and Full Year 2009 Financial Results on February 11, 2010",Rise,0.0121,"leapfrog to webcast fourth quarter and full year 2009 financial results on february 11, 2010",8,2012 results_2011 results_fourth quarter
nifty_13,2010-02-01,HK stocks to open up 0.93 pct; China banks gain,Rise,0.0121,hk stocks to open up 0.93 pct; china banks gain,12,kong_hong_hong kong
nifty_13,2010-02-01,"PRECIOUS-Gold steady near $1,105; eyes U.S. jobs data",Rise,0.0121,"precious-gold steady near $1,105; eyes u.s. jobs data",15,preciousgold_gold_bullion
nifty_13,2010-02-01,UPDATE 2-China's Huatai Sec braves market with $2.4 bln IPO,Rise,0.0121,china huatai sec braves market with $2.4 bln ipo,16,ipo_yuan_mln yuan
nifty_13,2010-02-01,China's Huatai Sec braves market with $2.4 billion IPO,Rise,0.0121,china huatai sec braves market with $2.4 billion ipo,16,ipo_yuan_mln yuan
nifty_13,2010-02-01,Reliance Comm extends deadline for asset sales-sourcesProperty Shares Lift Hong Kong,Rise,0.0121,reliance comm extends deadline for asset sales-sourcesproperty shares lift hong kong,12,kong_hong_hong kong
nifty_13,2010-02-01,European Stocks Rise to Start February,Rise,0.0121,european stocks rise to start february,17,european_european shares_european stocks
nifty_13,2010-02-01,European Stocks Turn Higher,Rise,0.0121,european stocks turn higher,17,european_european shares_european stocks
nifty_13,2010-02-01,Gold Recovers Some of Recent Losses,Rise,0.0121,gold recovers some of recent losses,15,preciousgold_gold_bullion
nifty_13,2010-02-01,"Colgan Air, Pilots at Odds on Safety",Rise,0.0121,"colgan air, pilots at odds on safety",4,boeing_air_airlines
nifty_14,2010-02-02,Gold Continues Its Bounce,Neutral,-0.005,gold continues its bounce,15,preciousgold_gold_bullion
nifty_14,2010-02-02,Costco Names President,Neutral,-0.005,costco names president,3,officer_appoints_chief
nifty_14,2010-02-02,European Stocks Turn Higher,Neutral,-0.005,european stocks turn higher,17,european_european shares_european stocks
nifty_15,2010-02-03,U.K. Eyes Energy Reforms,Fall,-0.0309,u.k. eyes energy reforms,19,carbon_solar_climate
nifty_15,2010-02-03,European Stocks Turn Lower,Fall,-0.0309,european stocks turn lower,17,european_european shares_european stocks
nifty_15,2010-02-03,NASA's Outsourcing May Benefit Large Contractors,Fall,-0.0309,nasa outsourcing may benefit large contractors,4,boeing_air_airlines
nifty_16,2010-02-04,European Stocks Sink,Neutral,0.0021,european stocks sink,17,european_european shares_european stocks
nifty_16,2010-02-04,Gold Posts Worst Drop in 14 Months,Neutral,0.0021,gold posts worst drop in 14 months,15,preciousgold_gold_bullion
nifty_16,2010-02-04,Gas Sites Spur Air Worries,Neutral,0.0021,gas sites spur air worries,4,boeing_air_airlines
nifty_17,2010-02-08,UPS to Furlough at Least 300 Pilots,Rise,0.0126,ups to furlough at least 300 pilots,4,boeing_air_airlines
nifty_17,2010-02-08,"Gold Finds Support at $1,000 an Ounce",Rise,0.0126,"gold finds support at $1,000 an ounce",15,preciousgold_gold_bullion
nifty_18,2010-02-09,US Airways Incident Raises Pilot-Focus Issues,Neutral,-0.002,us airways incident raises pilot-focus issues,4,boeing_air_airlines
nifty_18,2010-02-09,S&P: More Euro-Zone Ratings Cuts Possible In '10,Neutral,-0.002,s&p: more euro-zone ratings cuts possible in 10,5,ecb_eurozone_zone
nifty_18,2010-02-09,"Hong Kong Rebounds, Nikkei Falls",Neutral,-0.002,"hong kong rebounds, nikkei falls",12,kong_hong_hong kong
nifty_18,2010-02-09,Agencies to Fault American on Maintenance,Neutral,-0.002,agencies to fault american on maintenance,4,boeing_air_airlines
nifty_18,2010-02-09,"Gold, Other Metals Gain",Neutral,-0.002,"gold, other metals gain",15,preciousgold_gold_bullion
nifty_18,2010-02-09,"Private Jets Disappoint at Goldman, Onex",Neutral,-0.002,"private jets disappoint at goldman, onex",4,boeing_air_airlines
nifty_19,2010-02-10,I Spy...a Market For Kids,Rise,0.0105,i spy a market for kids,18,global chinese_chinese_industry 2014
nifty_19,2010-02-10,"Delta, US Airways May Drop Slot Swap",Rise,0.0105,"delta, us airways may drop slot swap",4,boeing_air_airlines
nifty_20,2010-02-11,Hong Kong Rises as China Inflation Eases,Neutral,-0.0008,hong kong rises as china inflation eases,12,kong_hong_hong kong
nifty_20,2010-02-11,European Stocks End Higher,Neutral,-0.0008,european stocks end higher,17,european_european shares_european stocks
nifty_21,2010-02-16,Government Backs Nuclear Plant,Neutral,0.0047,government backs nuclear plant,19,carbon_solar_climate
nifty_21,2010-02-16,Banks Buoy European Markets,Neutral,0.0047,banks buoy european markets,17,european_european shares_european stocks
nifty_22,2010-02-17,Strong Bank Results Lift European Markets,Rise,0.0059,strong bank results lift european markets,17,european_european shares_european stocks
nifty_22,2010-02-17,Hartford Taps Swift as New Finance Chief,Rise,0.0059,hartford taps swift as new finance chief,3,officer_appoints_chief
nifty_23,2010-02-18,Report Faults FAA for Oversight of American Airlines,Neutral,0.0021,report faults faa for oversight of american airlines,4,boeing_air_airlines
nifty_24,2010-02-22,Regions Names Turner CFO,Fall,-0.0121,regions names turner cfo,3,officer_appoints_chief
nifty_24,2010-02-22,Continental to Cut Ticket Agents,Fall,-0.0121,continental to cut ticket agents,4,boeing_air_airlines
nifty_24,2010-02-22,Clean Energy Shows Spark,Fall,-0.0121,clean energy shows spark,19,carbon_solar_climate
nifty_24,2010-02-22,Alternative Energy's Long Road,Fall,-0.0121,alternative energy long road,19,carbon_solar_climate
nifty_25,2010-02-23,"Hong Kong Gains, Shanghai Slips",Rise,0.0092,"hong kong gains, shanghai slips",12,kong_hong_hong kong
nifty_26,2010-02-24,Emirates Air Denies Abu-Dhabi Bargaining,Neutral,-0.0014,emirates air denies abu-dhabi bargaining,4,boeing_air_airlines
nifty_26,2010-02-24,Airline Passenger Revenue Rises,Neutral,-0.0014,airline passenger revenue rises,4,boeing_air_airlines
nifty_28,2010-03-01,JetBlue Resumes Flights After Glitch,Neutral,0.0028,jetblue resumes flights after glitch,4,boeing_air_airlines
nifty_28,2010-03-01,Statement of the IPCC Chairman,Neutral,0.0028,statement of the ipcc chairman,6,holding company_holding_notice
nifty_28,2010-03-01,Deals Activity Lifts European Stocks,Neutral,0.0028,deals activity lifts european stocks,17,european_european shares_european stocks
nifty_29,2010-03-02,Warnaco Posts Fourth-Quarter Profit,Neutral,0.0009,warnaco posts fourth-quarter profit,8,2012 results_2011 results_fourth quarter
nifty_30,2010-03-03,InsightixBusiness Security Assurance VisibilityAttains McAfee Compatible Status in the McAfee Security Innovation Alliance,Neutral,0.003,insightixbusiness security assurance visibilityattains mcafee compatible status in the mcafee security innovation alliance,0,security_cloud_cyber
nifty_30,2010-03-03,"HK, China shares up; HSBC recovers, Esprit gains",Neutral,0.003,"hk, china shares up; hsbc recovers, esprit gains",12,kong_hong_hong kong
nifty_30,2010-03-03,European Factors -- Shares seen lower; await ADP jobs data,Neutral,0.003,european factors -- shares seen lower; await adp jobs data,17,european_european shares_european stocks
nifty_30,2010-03-03, Crescent Gold Limited: Appendix 3B for the Issue of Ordinary Shares,Neutral,0.003,crescent gold limited: appendix 3b for the issue of ordinary shares,6,holding company_holding_notice
nifty_30,2010-03-03,European Factors-Shares seen lower; U.S. jobs data awaited,Neutral,0.003,european factors-shares seen lower; u.s. jobs data awaited,17,european_european shares_european stocks
nifty_30,2010-03-03, Crescent Gold Limited: Appendix 3Y Change of Director's Interest Notice,Neutral,0.003,crescent gold limited: appendix 3y change of director interest notice,6,holding company_holding_notice
nifty_30,2010-03-03,China Nepstar Chain Drugstore Reports Fourth Quarter and Fiscal Year 2009 Financial Results,Neutral,0.003,china nepstar chain drugstore reports fourth quarter and fiscal year 2009 financial results,8,2012 results_2011 results_fourth quarter
nifty_30,2010-03-03,China Medical Technologies Reports Third Fiscal Quarter Financial Results,Neutral,0.003,china medical technologies reports third fiscal quarter financial results,8,2012 results_2011 results_fourth quarter
nifty_30,2010-03-03,"HK stocks end down 0.14 pct, China Mobile eases",Neutral,0.003,"hk stocks end down 0.14 pct, china mobile eases",12,kong_hong_hong kong
nifty_30,2010-03-03,"FACTBOX-Security developments in Pakistan, March 3",Neutral,0.003,"security developments in pakistan, march 3",0,security_cloud_cyber
nifty_30,2010-03-03,China Nepstar Chain Drugstore Announces Annual Dividend,Neutral,0.003,china nepstar chain drugstore announces annual dividend,10,dividend_quarterly dividend_declares
nifty_30,2010-03-03,ECB pressed to do sovereign ratings itself -report,Neutral,0.003,ecb pressed to do sovereign ratings itself -report,5,ecb_eurozone_zone
